Musical,Song,Text
Company,Have I Got a Girl For You?,Bobby
Company,Have I Got a Girl For You?,Rob-o
Company,Have I Got a Girl For You?,"Bobby, honey"
Company,Have I Got a Girl For You?,"Robby, darling"
Company,Have I Got a Girl For You?,"Bobby, fella"
Company,Have I Got a Girl For You?,Bobby baby
Company,Have I Got a Girl For You?,"Bobby, come on over for dinner"
Company,Have I Got a Girl For You?,There’s someone we’d like you to meet
Company,Have I Got a Girl For You?,"Bobby, come on over for dinner"
Company,Have I Got a Girl For You?,This girl from the office
Company,Have I Got a Girl For You?,My niece from Ohio
Company,Have I Got a Girl For You?,It’ll just be the four of us
Company,Have I Got a Girl For You?,You’ll love her
Company,Have I Got a Girl For You?,Have I got a girl for you
Company,Have I Got a Girl For You?,Wait until you meet her
Company,Have I Got a Girl For You?,"Have I got a girl for you, boy"
Company,Have I Got a Girl For You?,"Ooh, boy"
Company,Have I Got a Girl For You?,Dumb!
Company,Have I Got a Girl For You?,And with a weakness for Sazerac slings
Company,Have I Got a Girl For You?,You give her even the fruit and she swings
Company,Have I Got a Girl For You?,The kinda girl you can’t send through the mails
Company,Have I Got a Girl For You?,"Call me tomorrow, I want the details"
Company,Have I Got a Girl For You?,Have I got a chic for you
Company,Have I Got a Girl For You?,Wait until you meet her
Company,Have I Got a Girl For You?,"Have I got a chic for you, boy"
Company,Have I Got a Girl For You?,"Ooh, boy"
Company,Have I Got a Girl For You?,Smart!
Company,Have I Got a Girl For You?,And into all these exotic mystiques
Company,Have I Got a Girl For You?,The Kama Sutra and Chinese techniques
Company,Have I Got a Girl For You?,I hear she knows more then seventy-five
Company,Have I Got a Girl For You?,Call me tomorrow if you’re still alive
Company,Have I Got a Girl For You?,Have I got a girl for you
Company,Have I Got a Girl For You?,Wait until you meet her
Company,Have I Got a Girl For You?,"Have I got a girl for you, boy"
Company,Have I Got a Girl For You?,"Ooh, boy"
Company,Have I Got a Girl For You?,Boy!
Company,Have I Got a Girl For You?,"To be in your shoes, what I wouldn’t give"
Company,Have I Got a Girl For You?,To have the freedom to go out and live
Company,Have I Got a Girl For You?,And as for settling down and all that...
Company,Have I Got a Girl For You?,Marriage may be where it’s been
Company,Have I Got a Girl For You?,But it’s not where it’s at
Company,Have I Got a Girl For You?,Whadaya like?
Company,Have I Got a Girl For You?,You like coming home to a kiss?
Company,Have I Got a Girl For You?,Somebody with a smile at the door?
Company,Have I Got a Girl For You?,Whadaya like?
Company,Have I Got a Girl For You?,You like indescribable bliss?
Company,Have I Got a Girl For You?,Then whadaya wanna get married for?
Company,Have I Got a Girl For You?,Whadaya like?
Company,Have I Got a Girl For You?,You like an excursion to Rome?
Company,Have I Got a Girl For You?,Suddenly taking off to explore?
Company,Have I Got a Girl For You?,Whadaya like?
Company,Have I Got a Girl For You?,You like having meals cooked at home?
Company,Have I Got a Girl For You?,Then whadaya wanna get married for?
Company,Have I Got a Girl For You?,Whadaya wanna get married for?
Company,Have I Got a Girl For You?,Whadaya wanna get married for?
Company,Have I Got a Girl For You?,Whadaya wanna get married for?
Company,Someone Is Waiting,Someone is waiting
Company,Someone Is Waiting,Cool as Sarah
Company,Someone Is Waiting,Easy and loving as Susan
Company,Someone Is Waiting,Jenny
Company,Someone Is Waiting,Someone is waiting
Company,Someone Is Waiting,Warm as Susan
Company,Someone Is Waiting,Frantic and touching as Amy
Company,Someone Is Waiting,Joanne
Company,Someone Is Waiting,Would I know her even if I met her?
Company,Someone Is Waiting,Have I missed her?
Company,Someone Is Waiting,Did I let her go?
Company,Someone Is Waiting,A Susan sort of Sarah
Company,Someone Is Waiting,A Jenny-ish Joanne
Company,Someone Is Waiting,"Wait for me, I’m ready now"
Company,Someone Is Waiting,I’ll find you if I can
